<tab:appendixtable11>
 -.0285568	 .00979411	 .04826487
 .07915784	 .07002504	 .06100072
 .02199669	 .00056339	-.01135125
 .01667209	 .00059621	 .02038367
 .06074032	 .01669146	-.08076645
 .29184449	 .28330491	 .23448963
-.06790855	-.00288324	-.15735697
 .06718272	 .00354689	  .2736851
 -.5668698	-.38871658	-.41329543
 .29295849	 .28067602	 .24081659
 .13698835	 .00439009	  .6006331
 .06872568	 .00351739	  .2876513
   .263437	 .27653371	 .28740464
 .28389679	 .27429822	 .23154345
 .02078509	 .00093078	  .0937869
 .06595531	 .00328402	 .26699455
 .60466767	 .38637833	 .59714838
 .30153432	 .29090288	 .24611297
-.05312202	 .00068753	-.33779247
 .06705534	  .0034421	 .26674478
