<tab:appendixtable8>
 .17366124	  .5762768	 .57186438
 .01519541	 .01097528	 .01095903
 .04945697	 .78288033	 .76857574
 .01850199	 .01086686	 .01085738
-.10419607	 .45185424	  .4319552
 .01919336	 .01489884	 .01501225
-.23271824	   .327118	 .33277801
 .02047173	 .01775406	 .01799095
-.20826227	 .66136724	 .65572191
 .02240178	 .01828993	 .01841876
-.08618606	 .68862475	 .68759273
 .02522873	 .02376606	 .02383457
 .34141016	 .86752787	 .84558049
 .02928294	 .03327224	 .03341235
 .99644444	 1.2269557	 1.1791807
 .03715067	 .04281677	 .04327153
