<tab:table3>
0.12104111464558036	0.20511764974396676	0.15322231561108648
0.0821337526345981	0.16009515822829254	0.07956841332330927
0.8267804635968717	0.7770801859655048	0.8460304825429781
0.25997858073833546	0.26747815841414074	0.2185616834663308
	2.027452078320511	2.6184009475074332
	0.2176822247800914	0.3177664998935401
		0.8413030567685589
		0.03758416799129178
0.2540977728938278	0.4168132313947139	0.40726509806894945
0.0321985629169346	0.08438077089024186	0.07992882595943887
-27295.033949565244	-27060.740712107632	-26859.058104803484
