<tab:appendixtable1>
12.564959	6.0999999	10	16
11.280199	2	5	12
12.156974	6.5	9.5	14
19.922457	16	20.74074	22.857143
162.7405	100	170	226
21.708482	16	22	27
8.6217514	7.2166667	8.7413893	10.10111
4.5450032	3.5166667	4.5166669	5.5183334
.16402318	0	.13251156	.25163209
270.6472	213.5	267.5	323.5
240.24116	195	244.5	288.5
273.9282	219	273	330
31.6411	27.713757	31.678879	35.645557
29.800222	26.466816	29.915216	33.185452
33.776562	29.956585	34.10891	37.862457
